,status,totalResults,articles
10,ok,926,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': 'Reuters Staff', 'title': ""UK watchdog looking into Apple, Google's dominance of mobile phone systems - Reuters"", 'description': ""Britain's competition watchdog said it would investigate whether Apple and Google's dominance of mobile phone operating systems, app stores and web browsers hurt consumers, launching its latest probe into the tech giants."", 'url': 'https://www.reuters.com/article/uk-britain-regulator-apple-google-idUSKCN2DR11Y', 'urlToImage': 'https://static.reuters.com/resources/r/?m=02&d=20210615&t=2&i=1565749177&r=LYNXNPEH5E0I2&w=800', 'publishedAt': '2021-06-15T11:45:00Z', 'content': 'By Reuters Staff\r\nFILE PHOTO: A 3D printed Google logo is placed on the Apple Macbook in this illustration taken April 12, 2020. REUTERS/Dado Ruvic/Illustration\r\nLONDON (Reuters) -Britains competitio… [+1631 chars]'}"
11,ok,926,"{'source': {'id': None, 'name': 'Slashdot.org'}, 'author': 'msmash', 'title': ""Apple-Google Mobile 'Duopoly' Faces UK Antitrust Scrutiny"", 'description': 'Google and Apple face a sweeping probe into the ""duopoly"" power of their mobile ecosystems, in the U.K. antitrust watchdog\'s latest attack on Silicon Valley. From a report: The increasingly tech-focused Competition and Markets Authority opened a 12-month mark…', 'url': 'https://news.slashdot.org/story/21/06/15/1555206/apple-google-mobile-duopoly-faces-uk-antitrust-scrutiny', 'urlToImage': 'https://a.fsdn.com/sd/topics/uk_64.png', 'publishedAt': '2021-06-15T16:05:00Z', 'content': 'If the purpose is to investigate if Google or Apple did anything illegal, yes investigate. If the goal is to force more competitors into a market that was created by market forces then no.\r\nFrom my p… [+259 chars]'}"
12,ok,926,"{'source': {'id': 'techcrunch', 'name': 'TechCrunch'}, 'author': 'Natasha Lomas', 'title': 'UK’s CMA opens market study into Apple, Google’s mobile “duopoly”', 'description': 'The UK’s competition watchdog will take a deep dive look into Apple and Google’s dominance of the mobile ecosystem, it said today — announcing a market study which will examine the pair’s respective smartphone platforms (iOS and Android); their app stores (Ap…', 'url': 'http://techcrunch.com/2021/06/15/uks-cma-opens-market-study-into-apple-googles-mobile-duopoly/', 'urlToImage': 'https://techcrunch.com/wp-content/uploads/2015/05/shutterstock_167852012.jpg?w=586', 'publishedAt': '2021-06-15T14:45:41Z', 'content': 'The UK’s competition watchdog will take a deep dive look into Apple and Google’s dominance of the mobile ecosystem, it said today — announcing a market study which will examine the pair’s respective … [+6565 chars]'}"
13,ok,926,"{'source': {'id': 'techcrunch', 'name': 'TechCrunch'}, 'author': 'Devin Coldewey', 'title': 'ISEE brings autonomy to shipping yards with self-driving container trucks', 'description': 'Robotaxis may still be a few years out, but there are other industries that can be transformed by autonomous vehicles as they are today. MIT spin-off ISEE has identified one in the common shipping yard, where containers are sorted and stored — today by a dwin…', 'url': 'http://techcrunch.com/2021/06/08/isee-brings-autonomy-to-shipping-yards-with-self-driving-container-trucks/', 'urlToImage': 'https://techcrunch.com/wp-content/uploads/2021/06/ISEE-Yard-Truck-Group.jpg?w=707', 'publishedAt': '2021-06-08T16:04:04Z', 'content': 'Robotaxis may still be a few years out, but there are other industries that can be transformed by autonomous vehicles as they are today. MIT spin-off ISEE has identified one in the common shipping ya… [+5708 chars]'}"
14,ok,926,"{'source': {'id': None, 'name': 'Slashdot.org'}, 'author': 'msmash', 'title': 'Senate Confirms Progressive Tech Critic Lina Khan To Become an FTC Commissioner', 'description': ""The Senate confirmed President Joe Biden's nominee to the Federal Trade Commission, Lina Khan, the young progressive who helped launch a reckoning amongst antitrust scholars and enforcers, in a 69-28 vote. From a report: At 32, Khan will become the youngest c…"", 'url': 'https://news.slashdot.org/story/21/06/15/1851217/senate-confirms-progressive-tech-critic-lina-khan-to-become-an-ftc-commissioner', 'urlToImage': 'https://a.fsdn.com/sd/topics/usa_64.png', 'publishedAt': '2021-06-15T19:00:00Z', 'content': 'At 32, Khan will become the youngest commissioner ever confirmed to the agency. Her confirmation also signals a bipartisan desire to impose more regulations on Big Tech companies like Facebook, Amazo… [+1355 chars]'}"
15,ok,926,"{'source': {'id': 'techcrunch', 'name': 'TechCrunch'}, 'author': 'Natasha Lomas', 'title': 'EU is now investigating Google’s adtech over antitrust concerns', 'description': 'EU antitrust authorities are finally taking a broad and deep look into Google’s adtech stack and role in the online ad market — confirming today that they’ve opened a formal investigation. Google has already been subject to three major EU antitrust enforcemen…', 'url': 'http://techcrunch.com/2021/06/22/eu-is-now-investigating-googles-adtech-over-antitrust-concerns/', 'urlToImage': 'https://techcrunch.com/wp-content/uploads/2015/10/shutterstock_323833889.jpg?w=711', 'publishedAt': '2021-06-22T11:47:06Z', 'content': 'EU antitrust authorities are finally taking a broad and deep look into Google’s adtech stack and role in the online ad market — confirming today that they’ve opened a formal investigation.\r\nGoogle ha… [+9080 chars]'}"
16,ok,926,"{'source': {'id': 'business-insider', 'name': 'Business Insider'}, 'author': 'ewu@insider.com (Ethan Wu)', 'title': 'Tech stocks look cheap and could explode in coming decades with their true value still in the early stages of being unlocked, an investment chief says', 'description': 'Parameswaran is also bullish on smaller tech companies directly competing with the likes of Amazon. For smaller players, there are ""riches in niches.""', 'url': 'https://markets.businessinsider.com/news/stocks/tech-stocks-cheap-ram-parameswaran-peloton-google-amazon-alibaba-2021-6-1030533021', 'urlToImage': 'https://images2.markets.businessinsider.com/60cb5bad23393a00188e3ba7?format=jpeg', 'publishedAt': '2021-06-17T15:30:42Z', 'content': 'Francis Scialabba.\r\nFrancis Scialabba\r\nGlobal tech stocks are ""ridiculously cheap"" despite antitrust fears, said Ram Parameswaran, founder and CIO of tech-focused fund Octahedron Capital.\r\nSpeaking o… [+2113 chars]'}"
17,ok,926,"{'source': {'id': None, 'name': '9to5Mac'}, 'author': 'Michael Potuck', 'title': 'Sonos urges regulation of big tech, criticizes Apple’s plans to open Siri to third-parties using HomePod', 'description': 'The latest big tech antitrust hearing is being held by US lawmakers today and Sonos is the main party testifying. Many of the company’s antitrust concerns revolve around Google and Amazon, but Sonos’ chief legal officer also called out its issues with Apple i…', 'url': 'https://9to5mac.com/2021/06/15/sonos-urges-regulation-of-apple-and-big-tech/', 'urlToImage': 'https://i1.wp.com/9to5mac.com/wp-content/uploads/sites/6/2021/06/sonos-apple-antitrust-hearing.jpeg?resize=1200%2C628&quality=82&strip=all&ssl=1', 'publishedAt': '2021-06-15T19:47:33Z', 'content': 'The latest big tech antitrust hearing is being held by US lawmakers today and Sonos is the main party testifying. Many of the company’s antitrust concerns revolve around Google and Amazon, but Sonos’… [+5368 chars]'}"
18,ok,926,"{'source': {'id': 'vice-news', 'name': 'Vice News'}, 'author': 'Greg Walters, Anne Torpey', 'title': 'Ransomware Attacks Could Mean a Big Crackdown on Bitcoin', 'description': 'Recent cyber attacks have prompted calls for regulation that could send a big chill across the crypto world.', 'url': 'https://www.vice.com/en/article/dyvx9j/ransomware-attacks-bitcoin-crackdown', 'urlToImage': 'https://video-images.vice.com/articles/60db4d5e3dea6400931406be/lede/1625066234042-gettyimages-585043481.jpeg?image-resize-opts=Y3JvcD0xeHc6MC44Njg2OTI2NjA1NTA0NTg3eGg7Y2VudGVyLGNlbnRlciZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio', 'publishedAt': '2021-06-30T15:18:58Z', 'content': 'Want the best of VICE News straight to your inbox? Sign up here.\r\nCyber crooks keep holding huge American companies hostage for hundreds of millions in cryptocurrency. And attempts to stop them could… [+2738 chars]'}"
19,ok,926,"{'source': {'id': 'techcrunch', 'name': 'TechCrunch'}, 'author': 'Natasha Lomas', 'title': 'Europe wants to go its own way on digital identity', 'description': 'In its latest ambitious digital policy announcement, the European Union has proposed creating a framework for a “trusted and secure European e-ID” (aka digital identity) — which it said today it wants to be available to all citizens, residents and businesses …', 'url': 'http://techcrunch.com/2021/06/03/europe-wants-to-go-its-own-way-on-digital-identity/', 'urlToImage': 'https://techcrunch.com/wp-content/uploads/2019/06/GettyImages-1013951900-1.jpg?w=600', 'publishedAt': '2021-06-04T00:32:07Z', 'content': 'In its latest ambitious digital policy announcement, the European Union has proposed creating a framework for a “trusted and secure European e-ID” (aka digital identity) — which it said today it want… [+9154 chars]'}"
20,ok,926,"{'source': {'id': 'wired', 'name': 'Wired'}, 'author': 'Luke Winkie', 'title': 'Indie Video Games Have Finally Embraced the Tabletop Scene', 'description': ""Video games like 'Monster Train,' 'Slay the Spire,' and 'Gordian Quest' use decks, cards, and dice rolls to stake their claim."", 'url': 'https://www.wired.com/story/indie-developers-studios-tabletop-board-games/', 'urlToImage': 'https://media.wired.com/photos/60b13f07c4c56a005b696875/191:100/w_1280,c_limit/games_tabletop.jpg', 'publishedAt': '2021-06-01T11:00:00Z', 'content': ""Monster Train isn't alone. We are living through a renaissance of video games that take direct influence from tabletop ideas.\r\nTake 2017s Slay the Spire, one of the most popular games on the internet… [+5186 chars]""}"
21,ok,926,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': 'Reuters', 'title': 'Two Republican U.S. senators introduce antitrust bill - Reuters', 'description': ""Republican Senators Mike Lee and Chuck Grassley introduced a bill on Tuesday that would move all antitrust enforcement to the Justice Department, stripping the Federal Trade Commission and Federal Communications Commission of antitrust authority, Lee's office…"", 'url': 'https://www.reuters.com/business/two-republican-us-senators-introduce-antitrust-bill-2021-06-14/', 'urlToImage': 'https://www.reuters.com/resizer/WRnySpqLUaHAmWvURvWCS0rBPaQ=/800x419/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/32ENDFB6INK5BGGBFRBERL7POE.jpg', 'publishedAt': '2021-06-14T23:19:00Z', 'content': 'Republican Senators Mike Lee and Chuck Grassley introduced a bill on Tuesday that would move all antitrust enforcement to the Justice Department, stripping the Federal Trade Commission and Federal Co… [+1774 chars]'}"
22,ok,926,"{'source': {'id': None, 'name': 'Android Central'}, 'author': 'Jeramy Johnson', 'title': 'This collective wants you to rent your phone to save the planet', 'description': ""A small group of European companies is trying to make the process of using mobile technology fairer and more sustainable.\n\n\n\nReading about the topic of sustainability in tech is often as interesting as the idea of recycling itself; nominally, you know it's go…"", 'url': 'https://www.androidcentral.com/new-fairtec-collaboration-wants-rehabilitate-unsustainable-mobile-industry', 'urlToImage': 'https://www.androidcentral.com/sites/androidcentral.com/files/styles/large/public/article_images/2020/03/fairphone-3-modular-lifestyle.jpg', 'publishedAt': '2021-06-25T12:30:02Z', 'content': ""Source: Fairphone\r\nReading about the topic of sustainability in tech is often as interesting as the idea of recycling itself; nominally, you know it's good for you (and the earth), but you often just… [+13769 chars]""}"
23,ok,926,"{'source': {'id': None, 'name': 'NPR'}, 'author': 'Bobby Allyn', 'title': 'States Fight Over How Our Data Is Tracked And Sold Online, As Congress Stalls', 'description': 'New laws in California and Virginia represent vastly different approaches to how personal data is collected online and sold.  Many other states are considering their own legislation.', 'url': 'https://www.npr.org/2021/06/04/1003205422/states-fight-over-how-our-data-is-tracked-and-sold-online-as-congress-stalls', 'urlToImage': 'https://media.npr.org/assets/img/2021/06/04/ap20276767811986_wide-be78f7f5f81ae780b21042f35db8db6495d7aa27.jpg?s=1400', 'publishedAt': '2021-06-04T23:34:08Z', 'content': 'California and Virginia are the only two states that have passed data privacy laws. Now more than 20 proposals in states nationwide are being debated, just as Congress dithers on the issue of data tr… [+5905 chars]'}"
24,ok,926,"{'source': {'id': None, 'name': 'Euronews'}, 'author': None, 'title': 'Exclusive: WHO estimates COVID-19 boosters needed yearly for most vulnerable - Euronews', 'description': ""<ol><li>Exclusive: WHO estimates COVID-19 boosters needed yearly for most vulnerable\xa0\xa0Euronews\r\n</li><li>Nearly all COVID-19 deaths in U.S. are now among people who aren't vaccinated\xa0\xa0CBC.ca\r\n</li><li>Your weird vaccine 'side effects' are likely harmless\xa0\xa0Ott…"", 'url': 'https://www.euronews.com/2021/06/24/us-health-coronavirus-who-exclusive', 'urlToImage': 'https://static.euronews.com/articles/wires/731/02/7310260/1000x563_xe25oo.jpg', 'publishedAt': '2021-06-24T15:13:54Z', 'content': 'By Francesco Guarascio\r\nBRUSSELS – The World Health Organization (WHO) forecasts that people most vulnerable to COVID-19, such as the elderly, will need to get an annual vaccine booster to be protect… [+3450 chars]'}"
25,ok,926,"{'source': {'id': 'techcrunch', 'name': 'TechCrunch'}, 'author': 'Ingrid Lunden', 'title': 'Shogun, a front end e-commerce page builder, nabs $67.5M as retailers look for alternatives to marketplaces', 'description': 'E-commerce marketplaces continue to play a major role in how consumers buy goods online and how retailers show off and sell goods to those consumers, accounting globally for 47% of all e-commerce sales. But today, one of the startups that has built technology…', 'url': 'http://techcrunch.com/2021/06/30/shogun-a-front-end-e-commerce-page-builder-nabs-67-5m-as-retailers-look-for-alternatives-to-marketplaces/', 'urlToImage': 'https://techcrunch.com/wp-content/uploads/2020/02/Frontend-UI-1.jpg?w=563', 'publishedAt': '2021-06-30T11:00:36Z', 'content': 'E-commerce marketplaces continue to play a major role in how consumers buy goods online and how retailers show off and sell goods to those consumers, accounting globally for 47% of all e-commerce sal… [+5994 chars]'}"
26,ok,926,"{'source': {'id': None, 'name': 'The Guardian'}, 'author': 'Alex Hern', 'title': 'OpenStreetMap looks to relocate to EU due to Brexit limitations', 'description': 'Open-source UK tech company cites copyright issues, rising costs and prospect of more influence in EUOpenStreetMap, the Wikipedia-for-maps organisation that seeks to create a free and open-source map of the globe, is considering relocating to the EU, almost 2…', 'url': 'https://amp.theguardian.com/politics/2021/jun/30/openstreetmap-looks-to-relocate-to-eu-due-to-brexit-limitations', 'urlToImage': 'https://i.guim.co.uk/img/media/bf1e22758bff10e567ed60513c186906ca4b9395/349_71_1296_777/master/1296.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=28a517efa490ed5de167b9983d555b1d', 'publishedAt': '2021-06-30T06:00:31Z', 'content': 'OpenStreetMap, the Wikipedia-for-maps organisation that seeks to create a free and open-source map of the globe, is considering relocating to the EU, almost 20 years after it was founded in the UK by… [+2946 chars]'}"
27,ok,926,"{'source': {'id': None, 'name': 'The Guardian'}, 'author': 'Siva Vaidhyanathan', 'title': 'So the government’s antitrust lawsuit against Facebook failed. Where now? | Siva Vaidhyanathan', 'description': 'It turns out that Facebook is more powerful and resilient – and American antitrust law less helpful – than critics of Big Tech had hopedWithin 12 hours of a federal judge tossing out a state and federal antitrust lawsuits against Facebook, the market value of…', 'url': 'https://amp.theguardian.com/commentisfree/2021/jun/30/facebook-antitrust-lawsuit-big-tech', 'urlToImage': 'https://i.guim.co.uk/img/media/a7133c63c67ac520cbc639265cdae97a9a0238f8/0_240_3600_2160/master/3600.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=f5bf84e890518deb56a6981b23fd7958', 'publishedAt': '2021-06-30T10:14:36Z', 'content': 'Within 12 hours of a federal judge tossing out a state and federal antitrust lawsuits against Facebook, the market value of the adolescent company exceeded $1tn. Facebook became the fifth company wor… [+5567 chars]'}"
28,ok,926,"{'source': {'id': 'techcrunch', 'name': 'TechCrunch'}, 'author': 'Natasha Lomas', 'title': 'InfoSum outs an identity linking tool that’s exciting marketing firms like Experian', 'description': 'InfoSum, a startup which takes a federated approach to third party data enrichment, has launched a new product (called InfoSum Bridge) that it says significantly expands the customer identity linking capabilities of its platform. “InfoSum Bridge incorporates …', 'url': 'http://techcrunch.com/2021/06/10/infosum-outs-an-identity-linking-tool-thats-exciting-marketing-firms-like-experian/', 'urlToImage': 'https://techcrunch.com/wp-content/uploads/2021/05/GettyImages-1289822124.jpg?w=600', 'publishedAt': '2021-06-10T14:49:55Z', 'content': 'InfoSum, a startup which takes a federated approach to third party data enrichment, has launched a new product (called InfoSum Bridge) that it says significantly expands the customer identity linking… [+8724 chars]'}"
29,ok,926,"{'source': {'id': None, 'name': 'Vox'}, 'author': 'Shirin Ghaffary', 'title': 'Big Tech has a battle ahead over antitrust regulation — and it’s going to get messy', 'description': 'Industry groups are ramping up their fight against regulation.', 'url': 'https://www.vox.com/recode/22537529/tech-battle-antitrust-regulation-lina-khan-ftc-google-facebook-apple-amazon-cicilline-congress', 'urlToImage': 'https://cdn.vox-cdn.com/thumbor/eP5UyGXiRduuaS4dC-lqaxkDF2k=/0x0:5162x2703/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22666245/1232440122.jpg', 'publishedAt': '2021-06-18T11:30:00Z', 'content': 'Lina Khan, who has been a strong advocate for breaking up Big Tech companies, was recently appointed as chair of the FTC. | Saul Loeb/AFP via Getty Images\r\n\n \n\n Industry groups are ramping up their f… [+9104 chars]'}"
30,ok,926,"{'source': {'id': 'cnn', 'name': 'CNN'}, 'author': 'Rob Picheta, CNN', 'title': 'Few Israelis wanted a leader to the right of Netanyahu. Naftali Bennett is set to oust his old boss anyway', 'description': ""If Naftali Bennett becomes Israel's leader, he will carry into office a history of incendiary remarks about Palestinians and a well-documented ambition to annex part of the occupied West Bank."", 'url': 'https://www.cnn.com/2021/06/04/middleeast/naftali-bennett-israel-profile-intl-cmd/index.html', 'urlToImage': 'https://cdn.cnn.com/cnnnext/dam/assets/210604094451-naftali-bennett-selfie-03-17-2021-super-tease.jpg', 'publishedAt': '2021-06-04T10:45:03Z', 'content': ""(CNN)After the 2019 elections, Naftali Bennett's right-wing party failed to cross the electoral threshold and had no seats in Israel's parliament. \r\nTwo years later, he's on the verge of becoming the… [+6776 chars]""}"
31,ok,926,"{'source': {'id': 'reuters', 'name': 'Reuters'}, 'author': 'Oliver Taslic', 'title': 'Review: Reining in the crypto-fanatics - Reuters', 'description': '“If I try to articulate every little detail,” Jeff Koons once commented, “it would be like missing the forest for the trees.” The American sculptor’s words come to mind while reading “The Pay Off: How Changing the Way We Pay Changes Everything”. It’s an other…', 'url': 'https://www.reuters.com/breakingviews/review-reining-crypto-fanatics-2021-06-25/', 'urlToImage': 'https://www.reuters.com/resizer/SJC_IqhJaM3cCxYQCEawZUw0dmQ=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GFQYYHX3CZMCTDINJ357YW4L2I.jpg', 'publishedAt': '2021-06-25T13:28:00Z', 'content': 'Employees use an iPhone to demonstrate the Apple Pay service at a store in Beijing, China, February 17, 2016. REUTERS/Damir SagoljLONDON, June 25 (Reuters Breakingviews) - If I try to articulate ever… [+5959 chars]'}"
32,ok,926,"{'source': {'id': 'the-verge', 'name': 'The Verge'}, 'author': 'Nilay Patel', 'title': 'Juul and the business of addiction', 'description': 'Nilay Patel talks to Bloomberg reporter Lauren Etter about her book The Devil’s Playbook, and how e-cigarette company Juul accidentally fostered an underage smoking epidemic while beating tobacco companies at their own game.', 'url': 'https://www.theverge.com/22554477/juul-lauren-etter-interview-e-cigarettes-addiction', 'urlToImage': 'https://cdn.vox-cdn.com/thumbor/iVlbpfy5Ga8dCuux888wSfwbtgY=/0x148:2050x1221/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22687438/VRG_ILLO_4652_Decoder_Lauren_Etter_s.jpg', 'publishedAt': '2021-06-29T20:55:33Z', 'content': 'Photo Illustration by Grayson Blackmon / The Verge\r\n\n \n\n\n Bloomberg’s Lauren Etter on the rise and decline of an e-cigarette upstart Several years ago, I went to a splashy launch party for a new tech… [+61682 chars]'}"
